"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.732458875E1,-3.603279403E-1,7.754261064E0,4.553384119E0
2.733462675E1,-8.872436392E-1,8.711198836E0,4.823700606E0
2.734466375E1,-1.064475962E0,8.402453570E0,4.488396994E0
2.735470075E1,-7.955480419E-1,7.300656878E0,4.482282561E0
2.736473875E1,-3.378078277E-1,6.256914850E0,4.141104544E0
2.737477575E1,3.689446896E-2,5.559915050E0,3.262041745E0
2.738481375E1,3.619030340E-1,5.057758509E0,1.848881988E0
2.739485075E1,4.902549724E-1,4.546394942E0,3.532738593E-1
2.740488775E1,5.267797512E-1,3.596237601E0,-1.153324111E0
2.741492575E1,3.606697831E-1,1.998128659E0,-3.145771031E0
2.742496275E1,-3.517146993E-1,-3.262588459E-1,-5.861332000E0
2.743499996E1,-1.338630707E0,-3.008386021E0,-8.498406379E0
2.744503696E1,-1.895485758E0,-3.870436932E0,-7.758734769E0
2.745507396E1,-2.775691397E0,-3.710064763E0,-7.034679902E0
2.746511196E1,-4.134371183E0,-4.041882557E0,-7.338892990E0
2.747514896E1,-4.776314770E0,-4.166390244E0,-6.969654770E0
2.748518696E1,-4.407034158E0,-4.052501686E0,-5.513948334E0
2.749522396E1,-3.475383547E0,-3.672134460E0,-3.028953018E0
2.750526196E1,-2.958977341E0,-4.124091486E0,-1.621176792E0
2.751529896E1,-3.691325314E0,-6.724961659E0,-1.179925434E0
2.752533596E1,-4.011863829E0,-1.111697666E1,-1.598518247E0
2.753537396E1,-4.413692383E0,-1.604882006E1,-4.170745250E0
2.754541096E1,-4.301523491E0,-1.705303140E1,-7.876677201E0
2.755544896E1,-1.909691715E0,-7.146133679E0,-3.305212322E0
2.756548596E1,2.210661646E0,9.166733773E0,1.085884665E1
2.757552296E1,5.234411080E0,1.480041847E1,1.992001830E1
2.758556096E1,3.477015213E0,1.091710947E1,1.858839445E1
2.759559796E1,4.917873815E-2,6.644106946E0,8.270883617E0
2.760563596E1,-1.125935461E-1,5.009087455E-1,-3.328329290E0
2.761567296E1,2.768939617E0,-4.110283871E0,-4.477848617E0
2.762570996E1,6.766188038E0,-7.566811025E0,4.768403780E0
2.763574796E1,7.770834412E0,-9.926520975E0,9.754933847E0
2.764578496E1,6.533763555E0,-8.146309272E0,7.056997554E0
2.765582296E1,4.378220834E0,-4.653799523E0,2.555538757E0
2.766585996E1,2.266228613E0,-2.901084936E0,2.685555983E-1
2.767589696E1,7.047673877E-1,-2.088444167E0,-8.718835884E-1
2.768593496E1,-2.242806275E-1,-7.326245463E-1,-7.949339381E-1
2.769597196E1,-6.665142450E-1,3.625998759E-1,8.315910101E-2
2.770600996E1,-6.605671151E-1,8.268962806E-1,1.212498811E0
2.771604696E1,-3.021090047E-1,1.147654066E0,1.511822165E0
2.772608396E1,-1.903681106E-1,1.804643708E0,1.283645976E0
2.773612196E1,3.061439490E-2,2.437788990E0,8.256373751E-1
2.774615896E1,1.949142843E-1,2.914102008E0,5.486607631E-1
2.775619696E1,1.495939227E-1,3.437847639E0,5.132393539E-1
2.776623396E1,2.716977275E-1,3.800590187E0,1.935929780E-1
2.777627196E1,6.538671561E-1,4.092354553E0,6.585718989E-2
2.778630896E1,9.636308605E-1,4.026225468E0,2.847254884E-1
2.779634596E1,1.067175840E0,3.530421926E0,-3.964857332E-1
2.780638396E1,1.063609477E0,2.818490676E0,-1.373582293E0
2.781642096E1,9.343955132E-1,2.261231729E0,-1.793891848E0
2.782645896E1,7.608568038E-1,1.921513762E0,-1.555310247E0
2.783649596E1,2.579904105E-1,1.714058059E0,-4.501478970E-1
2.784653296E1,1.123358300E-1,2.251945766E0,-3.236182433E-1
2.785657096E1,3.593786448E-2,2.960254081E0,1.099118302E-1
2.786660796E1,-1.924136677E-1,2.992052409E0,8.497062689E-1
2.787664596E1,-3.902447806E-1,2.799416474E0,6.048001729E-2
2.788668296E1,-1.048326756E0,1.974015326E0,-7.399681375E-1
2.789671996E1,-1.940856205E0,8.190013701E-1,-1.691496870E0
2.790675796E1,-2.917096075E0,-4.256235051E-1,-3.693232676E0
2.791679496E1,-3.486523078E0,-1.739903921E0,-5.020318787E0
2.792683296E1,-2.872625661E0,-2.447305334E0,-3.432864642E0
2.793686996E1,-1.311901769E0,-2.880896839E0,-2.332451985E0
2.794690696E1,7.225665314E-1,-2.453513322E0,-3.868203880E0
2.795694496E1,2.190480712E0,-1.887761294E0,-4.762203392E0
2.796698196E1,3.599620215E0,-1.791030221E0,-3.926137508E0
2.797701996E1,4.525586748E0,-2.014598511E0,-2.207230646E0
2.798705696E1,4.415928065E0,-2.398723742E0,-2.822508883E0
2.799709496E1,3.478442518E0,-2.888127506E0,-4.885153965E0
2.800713196E1,3.193035244E0,-2.994726341E0,-4.773730301E0
2.801716896E1,2.972251690E0,-2.761426529E0,-3.097030395E0
2.802720696E1,2.919413034E0,-2.893667158E0,-2.061518909E0
2.803724396E1,2.012825343E0,-4.232869577E0,-1.914660825E0
2.804728196E1,8.253160706E-1,-5.150782447E0,-2.186202596E0
2.805731896E1,7.333433153E-1,-3.559431717E0,-2.227238941E0
2.806735596E1,1.238860398E0,-1.761970729E0,-4.868187100E-1
2.807739396E1,1.720937016E0,-8.154696518E-1,4.239897931E-1
2.808743096E1,1.790945144E0,-1.634496750E0,-4.854225411E-1
2.809746896E1,1.572100234E0,-2.596132175E0,-3.247333074E-1
2.810750596E1,1.138975702E0,-3.793906819E0,2.361129069E0
2.811754296E1,1.646673869E-1,-4.183427276E0,3.768579605E0
2.812758096E1,-3.809811100E-1,-4.159558942E0,3.663885208E0
2.813761796E1,-7.872783979E-1,-5.061383198E0,3.073518741E0
2.814765596E1,-1.421197339E0,-6.491908016E0,2.317605320E0
2.815769296E1,-2.067534817E0,-7.642031946E0,1.274815804E0
2.816773096E1,-2.827321434E0,-7.376847267E0,4.894505417E-1
2.817776796E1,-3.356778625E0,-5.723755787E0,3.569736850E-1
2.818780496E1,-3.831867528E0,-3.510972918E0,2.876198602E-1
2.819784296E1,-3.831601187E0,-2.140283242E0,6.652763164E-1
2.820787996E1,-2.589398814E0,-1.539635616E0,1.109410937E0
2.821791796E1,-7.683843631E-1,-2.509578180E-1,8.383739264E-1
2.822795496E1,9.487022611E-1,9.517325807E-1,1.276566606E0
2.823799196E1,3.070931641E0,1.884406747E0,3.473377075E0
2.824802996E1,4.737988611E0,2.792566461E0,5.853511934E0
2.825806696E1,5.917267050E0,3.198518178E0,5.854792475E0
2.826810496E1,5.873190154E0,2.930539700E0,6.398271289E0
2.827814196E1,5.020542151E0,2.943970170E0,5.128861821E0
2.828817896E1,4.015228902E0,3.939855076E0,2.495033231E0
2.829821696E1,3.043344185E0,5.307633423E0,1.802535787E0
2.830825396E1,1.938458847E0,5.998098959E0,2.570399748E0
2.831829196E1,7.002521677E-1,6.814132283E0,3.755760754E0
2.832832896E1,-3.666642755E-3,7.446493453E0,4.583201995E0
2.833836696E1,-3.937800072E-1,7.445247996E0,4.663245407E0
2.834840396E1,-7.304132755E-1,7.245490152E0,4.397000336E0
2.835844096E1,-5.955541170E-1,6.807585740E0,4.119040953E0
2.836847896E1,-2.261204539E-1,6.316313791E0,3.855883504E0
2.837851596E1,1.683322755E-1,5.747998928E0,3.500376009E0
2.838855396E1,6.133248286E-1,5.153454625E0,2.409301063E0
2.839859096E1,6.679958564E-1,4.863160833E0,5.892546192E-1
2.840862796E1,1.984461670E-1,4.270158441E0,-1.390908470E0
2.841866596E1,-8.704486817E-2,2.673978496E0,-3.496035036E0
2.842870313E1,-6.747730717E-2,2.839945865E-1,-5.127869548E0
2.843874113E1,-4.557648785E-2,-1.990647731E0,-7.256315103E0
2.844877813E1,-2.917407585E-1,-3.153851883E0,-8.500614873E0
2.845881513E1,-1.265284258E0,-3.525887411E0,-8.612596069E0
2.846885313E1,-2.811270534E0,-4.159311020E0,-8.661595151E0
2.847889013E1,-3.594729604E0,-4.966588722E0,-8.015718727E0
2.848892813E1,-3.487649836E0,-4.707920766E0,-4.394949718E0
2.849896513E1,-2.879034501E0,-2.936516140E0,-1.307826552E0
2.850900213E1,-1.980958164E0,-6.968179518E-1,-2.454460864E0
2.851904013E1,-1.982125707E0,7.259674913E-1,-3.066161482E0
2.852907713E1,-3.076440010E0,-4.049857575E-1,-3.303533587E0
2.853911513E1,-4.627526813E0,-4.522130751E0,-3.166001812E0
2.854915213E1,-4.864695727E0,-9.782307587E0,-1.948394582E0
2.855919013E1,-2.749104692E0,-1.398334843E1,1.317323892E0
2.856922713E1,-9.420963693E-1,-1.339877305E1,3.907954714E0
2.857926413E1,-8.334308365E-1,-5.313573024E0,3.821799500E0
2.858930213E1,-2.606111325E-1,2.930636764E0,8.752884806E0
2.859933913E1,-4.897779858E-1,6.471226999E0,1.075393941E1
2.860937713E1,-2.164164294E0,5.828365399E0,1.002253459E1
2.861941413E1,-1.190678610E0,3.774185915E0,4.487399752E0
2.862945113E1,1.851901636E0,7.310013592E-1,-2.237583250E-1
2.863948913E1,5.402275286E0,-3.091196043E0,1.697160190E-1
2.864952613E1,7.796742255E0,-6.133681272E0,3.595217262E0
2.865956413E1,7.433652382E0,-6.707429953E0,6.585080473E0
2.866960113E1,5.869517518E0,-3.984868112E0,5.402048998E0
2.867963813E1,3.905158868E0,-1.316447394E0,2.863591420E0
2.868967613E1,2.659583820E0,-3.787832147E-1,1.215634672E0
2.869971313E1,1.687030766E0,-3.112940669E-1,5.756551650E-1
2.870975113E1,9.824580178E-1,1.480824906E-1,8.371435261E-1
2.871978813E1,7.819987276E-1,8.908870393E-1,1.278030311E0
2.872982613E1,6.910362250E-1,1.545729584E0,1.735813794E0
2.873986313E1,5.291230959E-1,1.768957567E0,1.510497332E0
2.874990013E1,7.713574529E-1,1.385268538E0,1.186457505E0
2.875993813E1,4.697725780E-1,1.305038892E0,9.766265166E-1
2.876997513E1,5.080865865E-2,1.750708991E0,5.839193273E-1
2.878001313E1,-5.669127371E-1,2.390579740E0,9.055699825E-2
2.879005013E1,-1.011621225E0,3.159786807E0,2.288015485E-2
2.880008713E1,-1.179686283E0,3.700622680E0,4.394322896E-1
2.881012513E1,-1.226933247E0,3.967688992E0,-4.400977027E-1
2.882016213E1,-1.202969749E0,3.795546378E0,-1.631070281E0
2.883020013E1,-8.536954587E-1,3.344492748E0,-1.866478014E0
2.884023713E1,-3.590246690E-1,2.800884710E0,-9.614214170E-1
2.885027513E1,-1.044635043E-1,3.056424991E0,3.597516972E-1
2.886031213E1,3.864909413E-1,3.649625604E0,1.189850498E0
2.887034913E1,5.596083587E-1,3.798547754E0,1.642592804E0
2.888038713E1,5.508324920E-1,3.960976388E0,1.075179655E0
2.889042413E1,5.991969323E-1,4.032720555E0,3.386421523E-1
2.890046213E1,3.572094009E-1,3.261835338E0,-1.161989027E0
2.891049913E1,-2.867957682E-1,1.359430277E0,-3.849227911E0
2.892053613E1,-1.375273308E0,-1.074753905E0,-5.716297663E0
2.893057413E1,-2.179249380E0,-2.820764658E0,-4.408869599E0
2.894061113E1,-1.958131658E0,-3.665917701E0,-1.351712537E0
2.895064913E1,-1.045910175E0,-3.588849644E0,-3.526831444E-1
2.896068613E1,1.698812029E-1,-2.951006125E0,-3.678808472E0
2.897072413E1,1.060398771E0,-2.892870768E0,-4.732397795E0
2.898076113E1,2.091517902E0,-3.370814574E0,-2.580623020E0
2.899079813E1,3.267655364E0,-3.932685220E0,-1.801277466E0
2.900083613E1,3.933427232E0,-4.274353234E0,-3.592473748E0
2.901087313E1,3.791841583E0,-4.418471312E0,-6.075908443E0
2.902091113E1,3.224477477E0,-4.682168459E0,-6.898552043E0
2.903094813E1,2.981327446E0,-4.616814714E0,-6.159504331E0
2.904098513E1,3.013615186E0,-4.698937688E0,-5.764176419E0
2.905102313E1,3.178735586E0,-5.084028295E0,-3.799867763E0
2.906106013E1,3.500523651E0,-4.364295105E0,-2.760997928E0
2.907109813E1,4.126965977E0,-2.976415785E0,-1.797897630E0
2.908113513E1,4.195885938E0,-2.340861450E0,-8.094041888E-1
2.909117313E1,3.851825244E0,-2.259643625E0,-7.688101865E-1
2.910121013E1,3.070955322E0,-2.280919889E0,-2.976959284E-1
2.911124713E1,1.632702093E0,-1.981077009E0,6.242784908E-1
2.912128513E1,-4.027089979E-1,-1.379574519E0,1.999399259E0
2.913132213E1,-1.261597296E0,-2.342986329E0,4.089932637E0
2.914136013E1,-1.742096627E0,-4.590892253E0,5.455245212E0
2.915139713E1,-2.489693262E0,-6.929484984E0,5.520347527E0
2.916143413E1,-3.918163368E0,-8.052643894E0,3.617924924E0
2.917147213E1,-7.279694610E0,-6.833379562E0,6.793739533E-1
2.918150913E1,-9.641430620E0,-5.666217431E0,-1.106069838E0
2.919154713E1,-8.508087029E0,-5.835202548E0,-1.451512960E0
2.920158413E1,-6.274191034E0,-4.475652988E0,-6.000295758E-1
2.921162113E1,-4.202526329E0,-1.891887674E0,1.425330444E-1
2.922165913E1,-1.718372719E0,2.216352010E-1,9.743706608E-1
2.923169613E1,1.404828059E0,8.387906867E-1,1.442522135E0
2.924173413E1,4.298383536E0,2.671116284E0,3.579876799E0
2.925177113E1,6.199869415E0,2.681612036E0,4.555932628E0
2.926180913E1,7.523709444E0,2.455247022E0,4.879721610E0
2.927184613E1,7.636691099E0,2.169022307E0,6.294011925E0
2.928188313E1,7.010374196E0,2.328345485E0,4.919756033E0
2.929192113E1,6.170947917E0,3.510371239E0,1.192518582E0
2.930195813E1,4.964098978E0,5.199109685E0,-9.064888725E-1
2.931199613E1,3.374411196E0,7.164714961E0,7.469452545E-1
2.932203313E1,1.220047274E0,8.430585110E0,3.875868703E0
2.933207013E1,-9.540220580E-1,9.260499723E0,5.684084768E0
2.934210813E1,-1.930750755E0,9.384839010E0,6.157661873E0
2.935214513E1,-1.687506291E0,8.835527598E0,6.399247189E0
2.936218313E1,-9.534608714E-1,7.973374361E0,5.878308806E0
2.937222013E1,-3.097049399E-1,7.424738887E0,5.658398534E0
2.938225813E1,-7.813341916E-3,7.372834908E0,4.796643493E0
2.939229513E1,1.008190079E-1,7.034995067E0,3.142992726E0
2.940233213E1,2.905142319E-1,6.287778209E0,1.481178662E0
2.941237013E1,9.782948734E-1,5.171183383E0,-1.083857435E-1
2.942240713E1,1.540984276E0,3.035389048E0,-2.716129319E0
2.943244496E1,1.384782342E0,-8.715526360E-1,-6.472431525E0
2.944248196E1,1.879331656E-2,-5.971933839E0,-1.101758803E1
2.945251896E1,-1.522409134E0,-7.607083722E0,-1.169877696E1
2.946255696E1,-2.909207011E0,-5.960168656E0,-9.736843731E0
2.947259396E1,-4.286330085E0,-5.355700459E0,-8.599764939E0
2.948263196E1,-5.261242783E0,-5.028483254E0,-6.927284092E0
2.949266896E1,-5.031887503E0,-3.241751322E0,-3.302160076E0
2.950270696E1,-3.199758665E0,-7.723680711E-1,-1.437990543E0
2.951274396E1,-1.960838041E0,-7.997862500E-1,-1.488222511E0
2.952278096E1,-2.976627162E0,-3.548965201E0,-1.577902426E0
2.953281896E1,-4.189370094E0,-8.413234667E0,-1.723220061E0
2.954285596E1,-4.517845327E0,-1.478065605E1,-2.607557049E0
2.955289396E1,-3.328525171E0,-1.940591005E1,-8.721730256E-1
2.956293096E1,1.102112442E-2,-1.329830736E1,1.655488839E0
2.957296796E1,2.700031934E0,8.457985747E-1,8.705864421E0
2.958300596E1,3.765978763E0,7.110929933E0,1.624902755E1
2.959304296E1,4.089130399E-1,6.455589205E0,1.376610332E1
2.960308096E1,-2.286370371E0,3.739272775E0,7.805165169E0
2.961311796E1,-1.395685645E0,1.071416314E0,6.713018721E-1
2.962315596E1,2.168774678E0,-1.998248527E0,3.276937526E-1
2.963319296E1,5.491973913E0,-5.646010038E0,4.100488030E0
2.964322996E1,6.332774872E0,-6.543419647E0,6.391752813E0
2.965326796E1,5.626348191E0,-4.634590834E0,6.002451042E0
2.966330496E1,4.173595475E0,-1.967536612E0,4.151186606E0
2.967334296E1,2.881655223E0,-2.328519148E-1,2.475182811E0
2.968337996E1,1.960743316E0,1.676168686E-1,1.130307424E0
2.969341696E1,9.289350177E-1,7.207295555E-1,2.944467768E-1
2.970345496E1,4.602788925E-1,1.633896825E0,-1.653385010E-1
2.971349196E1,3.101232716E-1,2.222867562E0,1.644472392E-1
2.972352996E1,3.945430323E-1,2.116502032E0,1.068968085E0
2.973356696E1,7.495067735E-1,1.807529894E0,1.174056437E0
2.974360496E1,1.018620415E0,1.713682668E0,3.243289724E-2
2.975364196E1,1.165198783E0,1.933498215E0,-7.128128640E-1
2.976367896E1,7.837730652E-1,2.296882203E0,-4.072584971E-1
2.977371696E1,4.571433962E-1,3.267528187E0,8.502890901E-1
2.978375396E1,3.430904216E-1,3.280734708E0,6.531198820E-1
2.979379196E1,2.354524274E-1,3.513783674E0,7.476412924E-1
2.980382896E1,-1.616855261E-1,3.498023089E0,5.605831261E-1
2.981386596E1,-8.336711571E-1,3.493195043E0,3.679290283E-1
2.982390396E1,-1.388463895E0,3.372859345E0,-5.401915097E-1
2.983394096E1,-1.755322444E0,3.345746391E0,-1.485153599E0
2.984397896E1,-1.758169600E0,3.243811296E0,-1.691205386E0
2.985401596E1,-1.532714267E0,2.691714270E0,-1.970640314E0
2.986405396E1,-1.266213234E0,1.614988684E0,-2.459089227E0
2.987409096E1,-1.097383214E0,1.011424466E0,-1.515298920E0
2.988412796E1,-4.967915017E-1,1.168528041E0,-2.122169153E0
2.989416596E1,-3.997432170E-1,-4.591356522E-1,-2.697776663E0
2.990420296E1,-4.998529577E-1,-2.258829108E0,-3.086129431E0
2.991424096E1,-5.302977285E-1,-3.267764999E0,-3.997862379E0
2.992427796E1,2.021459927E-1,-2.610170755E0,-3.643881299E0
2.993431596E1,1.970259075E0,-1.501308287E0,-3.552772031E0
2.994435296E1,3.700691677E0,-1.120184432E0,-3.970138391E0
2.995438996E1,5.221439617E0,-1.558233855E0,-2.228103305E0
2.996442796E1,5.656773008E0,-2.573970058E0,-2.349555237E0
2.997446496E1,5.345932685E0,-3.430071427E0,-3.612600449E0
2.998450296E1,4.447824919E0,-3.238793215E0,-3.457306588E0
2.999453996E1,2.675609576E0,-2.547578650E0,-4.286365461E0
3.000457696E1,1.442737458E0,-1.903084508E0,-3.975032510E0
3.001461496E1,1.610294393E0,-1.416971557E0,-2.572664375E0
3.002465196E1,1.288561146E0,-2.307683179E0,-2.086070490E0
3.003468996E1,1.150313964E0,-3.663561857E0,-2.599562736E0
3.004472696E1,2.347065931E0,-2.073132648E0,-2.609281393E0
3.005476496E1,3.473471215E0,-6.735045183E-1,7.879327744E-1
3.006480196E1,3.570630890E0,-2.257519916E0,2.110356023E0
3.007483896E1,3.034376018E0,-3.778851408E0,2.114270880E0
3.008487696E1,2.032656906E0,-5.496322487E0,3.590588606E0
3.009491396E1,4.211797674E-1,-6.151467333E0,5.088686771E0
3.010495196E1,-1.169570746E0,-6.343223847E0,4.968724126E0
3.011498896E1,-2.675493509E0,-7.081921311E0,3.188543998E0
3.012502596E1,-4.175024242E0,-7.704115927E0,1.407877382E0
3.013506396E1,-6.911824054E0,-7.036901259E0,3.009556049E-1
3.014510096E1,-9.481339703E0,-5.631216583E0,-4.627718529E-2
3.015513896E1,-8.002075419E0,-6.219439461E0,-1.409950805E-1
3.016517596E1,-5.492106645E0,-5.600836204E0,-3.066404141E-2
3.017521396E1,-3.868105647E0,-3.364373866E0,3.552708296E-1
3.018525096E1,-2.230094136E0,-1.487346305E0,9.235349679E-1
3.019528796E1,-4.253914072E-1,1.774559784E-1,1.676057881E0
3.020532596E1,1.575332868E0,1.090063085E0,2.047653114E0
3.021536296E1,3.867098172E0,1.871196132E0,3.219546520E0
3.022540096E1,5.510050580E0,2.986539069E0,5.508514516E0
3.023543796E1,6.454475895E0,3.865184963E0,5.592170631E0
3.024547496E1,6.453924503E0,3.243970925E0,5.706947966E0
3.025551296E1,5.841483627E0,2.612110861E0,5.241838213E0
3.026554996E1,5.149144058E0,3.551418693E0,3.048840567E0
3.027558796E1,4.459688335E0,5.301449992E0,1.839974924E0
3.028562496E1,2.919548104E0,6.788274141E0,2.348253793E0
3.029566296E1,1.400308746E0,7.789102283E0,3.328754967E0
3.030569996E1,-1.671296494E-1,8.572281271E0,4.857229710E0
3.031573696E1,-1.118352645E0,9.214251171E0,4.790691904E0
3.032577496E1,-1.094198382E0,8.949227291E0,5.039946721E0
3.033581196E1,-6.888772868E-1,8.055010262E0,5.350780027E0
3.034584996E1,-5.828431472E-2,7.161146990E0,5.262508121E0
3.035588696E1,5.291110361E-1,6.438184968E0,4.861300834E0
3.036592496E1,8.525877768E-1,5.994520463E0,3.470479195E0
3.037596196E1,8.249678689E-1,5.443220413E0,1.436940967E0
3.038599896E1,6.368484695E-1,4.603998787E0,1.526591063E-2
3.039603696E1,4.404228810E-1,3.094815470E0,-2.204001521E0
3.040607396E1,8.554184139E-3,2.292465216E-1,-5.514457626E0
3.041611196E1,-7.322461583E-1,-4.039081741E0,-1.012597184E1
3.042614896E1,-1.372693224E0,-7.183175790E0,-1.164640929E1
3.043618708E1,-2.372200480E0,-6.878569769E0,-1.009328473E1
3.044622508E1,-4.413221097E0,-6.648363719E0,-9.702306567E0
3.045626208E1,-5.371745803E0,-6.388591808E0,-8.707440246E0
3.046630008E1,-4.641214268E0,-4.424229650E0,-4.399986509E0
3.047633708E1,-3.046959518E0,-2.166947715E0,-1.316067325E0
3.048637508E1,-2.231148681E0,-9.480090737E-1,-1.071859826E0
3.049641208E1,-3.026003097E0,-1.776791081E0,-1.409428648E0
3.050644908E1,-4.727508061E0,-4.688704476E0,-2.298772023E0
3.051648708E1,-4.365692005E0,-8.922315481E0,-3.295192534E0
3.052652408E1,-3.479052675E0,-1.411107618E1,-4.993260797E0
3.053656208E1,-2.857030259E0,-1.749878804E1,-4.689872458E0
3.054659908E1,-7.632085539E-1,-1.169578786E1,2.177144675E0
3.055663608E1,2.363553617E0,4.870689123E0,9.265797300E0
3.056667408E1,4.650992274E0,1.359744272E1,1.755758881E1
3.057671108E1,2.031576633E0,1.119132401E1,1.805817479E1
3.058674908E1,-1.360162494E0,7.143556811E0,8.830942211E0
3.059678608E1,-9.719803190E-1,2.638136233E0,-1.994985196E0
3.060682408E1,1.642083220E0,-1.525145046E0,-5.957166696E0
3.061686108E1,5.933356833E0,-5.617163385E0,3.746901637E-1
3.062689808E1,8.130614761E0,-8.104197625E0,5.938104188E0
3.063693608E1,7.802459663E0,-6.687162334E0,6.469931256E0
3.064697308E1,5.790021113E0,-3.240384827E0,5.054866476E0
3.065701108E1,3.542118112E0,-1.051943917E0,2.470953813E0
3.066704808E1,1.904560637E0,-4.503841245E-1,2.785508287E-1
3.067708508E1,7.347156568E-1,-7.273585439E-2,-3.762975633E-1
3.068712308E1,-4.293796834E-2,6.285517091E-1,1.359653056E-1
3.069716008E1,-1.779575964E-1,1.556297257E0,1.168656826E0
3.070719808E1,-1.883936338E-1,2.127310610E0,1.501289137E0
3.071723508E1,7.378203090E-2,2.217408017E0,1.257961936E0
3.072727308E1,6.949299590E-1,1.632132720E0,6.105522251E-1
3.073731008E1,9.156100173E-1,1.722232466E0,5.250754340E-1
3.074734708E1,4.390611741E-1,2.371901979E0,6.304700343E-1
3.075738508E1,-1.167984798E-1,2.857910265E0,3.975323117E-1
3.076742208E1,-6.062543389E-1,3.238231882E0,-7.823333345E-2
3.077746008E1,-9.515114097E-1,3.500521020E0,-1.144585447E0
3.078749708E1,-1.330954044E0,3.254269041E0,-1.996149377E0
3.079753408E1,-1.384102603E0,2.913362335E0,-1.856810228E0
3.080757208E1,-7.685514472E-1,2.977696910E0,-1.678350867E0
3.081760908E1,-1.304875609E-1,3.006877440E0,-9.200640607E-1
3.082764708E1,4.285088868E-1,2.990888813E0,-7.213183701E-2
3.083768408E1,6.236975699E-1,2.891296113E0,6.815277021E-2
3.084772208E1,2.700667381E-1,2.565970482E0,-5.363873112E-1
3.085775908E1,-9.457162343E-2,1.804305155E0,-6.087191230E-1
3.086779608E1,-6.346359562E-1,4.661388624E-1,-1.692229087E0
3.087783408E1,-1.185215483E0,-1.199179146E0,-4.214970081E0
3.088787108E1,-1.472703269E0,-1.607458055E0,-4.231569449E0
3.089790908E1,-1.387802575E0,-1.511449698E0,-3.097718613E0
3.090794608E1,-8.043660086E-1,-1.843517752E0,-4.749516689E0
3.091798308E1,8.411583705E-1,-2.335782559E0,-5.792302696E0
3.092802108E1,2.687329443E0,-2.866829608E0,-2.806121184E0
3.093805808E1,4.082913054E0,-3.650290432E0,-2.155898232E0
3.094809608E1,5.056886689E0,-4.201288181E0,-5.071758497E0
3.095813308E1,5.246692572E0,-3.938485658E0,-5.798376784E0
3.096817008E1,5.094583688E0,-3.696624354E0,-4.132076151E0
3.097820808E1,3.871286825E0,-4.215344303E0,-3.124471963E0
3.098824508E1,2.044690768E0,-4.852622981E0,-2.378426449E0
3.099828308E1,1.326242065E0,-4.213832213E0,-1.032098467E0
3.100832008E1,2.095195070E0,-2.641343431E0,2.117120667E0
3.101835808E1,2.745898079E0,-2.054922080E0,4.063975092E0
3.102839508E1,2.227351207E0,-4.065803517E0,3.129871867E0
3.103843208E1,2.099972684E-1,-4.831581776E0,1.174683259E0
3.104847008E1,-2.131405123E0,-3.006054736E0,1.631479440E0
3.105850708E1,-2.952025587E0,-2.242978476E0,2.704850625E0
3.106854508E1,-3.130984299E0,-3.715772231E0,2.657516245E0
3.107858208E1,-3.419832952E0,-5.801897392E0,1.922476798E0
3.108861908E1,-3.753826202E0,-7.123269897E0,1.954351725E0
3.109865708E1,-4.433963510E0,-8.117237501E0,2.662197526E0
3.110869408E1,-5.087769928E0,-8.995453039E0,3.025745820E0
3.111873208E1,-5.014458708E0,-8.187263170E0,3.272232857E0
3.112876908E1,-4.464674841E0,-5.729322921E0,3.156034648E0
3.113880608E1,-3.311820846E0,-2.904620163E0,2.101829613E0
3.114884408E1,-1.961792745E0,-8.489566559E-1,8.285282385E-1
3.115888108E1,-7.208728854E-1,6.059422803E-1,2.787766774E-1
3.116891908E1,1.078871368E0,1.975950170E0,4.670219381E-1
3.117895608E1,2.775023352E0,2.284615914E0,1.924129368E0
3.118899408E1,3.535562798E0,1.688813290E0,3.617072400E0
3.119903108E1,4.367260520E0,1.973874409E0,4.086743273E0
3.120906808E1,4.977767429E0,3.342957269E0,4.441512558E0
3.121910608E1,4.739548940E0,4.053203936E0,4.550185399E0
3.122914308E1,4.118862613E0,4.789484746E0,4.471344759E0
3.123918108E1,3.363943803E0,5.526259062E0,4.224819131E0
3.124921808E1,2.578210166E0,6.133340964E0,3.688157293E0
3.125925508E1,1.825646030E0,6.917814526E0,2.905603665E0
3.126929308E1,1.072110963E0,7.676235818E0,3.630221618E0
3.127933008E1,5.780080846E-1,8.252725089E0,5.061424713E0
3.128936808E1,2.536968000E-1,8.604944403E0,6.048518330E0
3.129940508E1,-8.493680075E-2,8.698937225E0,6.235577776E0
3.130944308E1,-3.268888834E-1,8.345149688E0,5.541442527E0
3.131948008E1,-3.123149908E-1,7.434797267E0,4.625020112E0
3.132951708E1,-2.985079604E-1,6.425730983E0,3.367838926E0
3.133955508E1,-2.858721274E-1,5.341560137E0,2.209245596E0
3.134959208E1,-2.154025076E-1,4.234750627E0,3.949782479E-1
3.135963008E1,-3.291719288E-2,2.808697760E0,-2.170695488E0
3.136966708E1,3.405932951E-1,5.782855350E-1,-5.405983590E0
3.137970408E1,1.781765015E-1,-2.977012201E0,-1.065768372E1
3.138974208E1,-6.495265487E-1,-6.121505615E0,-1.313037766E1
3.139977908E1,-2.409396665E0,-6.124319880E0,-1.081490599E1
3.140981708E1,-5.023464004E0,-5.023558729E0,-8.790646124E0
3.141985408E1,-5.911837910E0,-4.472236460E0,-5.620855317E0
