"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.737848946E1,4.967333658E0,7.942313951E0,9.234203625E-1
8.738852746E1,4.825408285E0,1.036685490E1,2.401759324E0
8.739856446E1,4.320628391E0,1.209667413E1,6.760098163E0
8.740860246E1,2.598981231E0,1.125882309E1,8.653371627E0
8.741863946E1,1.094743489E0,1.026808374E1,8.408652788E0
8.742867746E1,2.495562404E-1,9.700566435E0,8.824188092E0
8.743871446E1,-2.665358238E-1,9.183094282E0,8.815823650E0
8.744875246E1,-7.686948502E-1,8.435337142E0,7.968037022E0
8.745878946E1,-5.367444299E-1,7.783485448E0,6.320562962E0
8.746882746E1,2.859218287E-1,6.703236330E0,3.996927994E0
8.747886446E1,6.139120352E-1,6.053453380E0,1.770870776E0
8.748890175E1,4.791730370E-1,4.974445041E0,-1.432403820E0
8.749893975E1,9.034088516E-1,2.118341566E0,-6.711934648E0
8.750897675E1,8.738735421E-1,-2.704215617E0,-1.274273533E1
8.751901475E1,-1.878267170E0,-9.078668273E0,-1.615282214E1
8.752905175E1,-6.192477365E0,-1.042827289E1,-1.458211384E1
8.753908975E1,-8.168848534E0,-7.132578664E0,-8.417243518E0
8.754912675E1,-6.286152683E0,-4.454056882E0,-2.820581641E0
8.755916475E1,-2.870698126E0,-1.261303473E0,-8.449703166E-1
8.756920175E1,-4.982763290E-1,6.938387954E-1,-4.219649023E-1
8.757923975E1,-9.261806868E-1,-4.181472552E-1,-8.650902933E-1
8.758927675E1,-4.540191631E0,-4.469954292E0,-4.326588750E0
8.759931475E1,-7.470654733E0,-1.010070251E1,-1.107816518E1
8.760935175E1,-8.048177791E0,-1.798645401E1,-1.386675495E1
8.761938975E1,-4.964614118E0,-2.284541537E1,-1.639597276E0
8.762942675E1,-2.698773614E-1,-1.656266986E1,9.281209976E0
8.763946475E1,2.957705864E0,5.675137943E-1,1.654542642E1
8.764950175E1,3.080573992E0,1.061016456E1,1.914175272E1
8.765953975E1,-1.155868454E0,9.108760968E0,1.305685360E1
8.766957675E1,-3.465295346E0,4.647399745E0,3.627716671E0
8.767961475E1,-1.838141237E0,-1.388982105E0,-6.156475473E0
8.768965175E1,3.707224771E0,-6.070461761E0,1.147492683E-1
8.769968975E1,8.426515447E0,-8.161838892E0,1.204935846E1
8.770972675E1,7.596625392E0,-6.098160607E0,1.083887256E1
8.771976375E1,5.322771864E0,-2.428737500E0,4.504141207E0
8.772980175E1,3.538674687E0,-2.823181897E-1,-2.116344157E-1
8.773983875E1,2.461192178E0,7.563583946E-1,-2.550836134E0
8.774987675E1,1.738157504E0,1.270136277E0,-1.828149808E0
8.775991375E1,1.053683902E0,1.916486326E0,-8.426349387E-1
8.776995175E1,9.057418907E-1,3.312379255E0,-1.165959213E0
8.777998875E1,1.308270502E0,4.594302349E0,-1.478731456E0
8.779002675E1,2.013705788E0,5.451638065E0,3.526691110E-1
8.780006375E1,2.546601580E0,5.408475673E0,1.232487663E0
8.781010175E1,1.765503909E0,3.938240660E0,1.565276241E-1
8.782013875E1,6.227067592E-1,2.175498099E0,3.679011078E-1
8.783017675E1,8.723972663E-3,1.931756914E0,1.045781536E0
8.784021375E1,-6.551438226E-1,1.880373922E0,6.080999029E-1
8.785025175E1,-8.411305963E-1,1.971020383E0,-1.061124630E0
8.786028875E1,-2.072113186E0,2.284474411E0,-3.901860453E0
8.787032675E1,-2.671142596E0,3.472504086E0,-5.908371096E0
8.788036375E1,-2.308331489E0,4.434216694E0,-5.459986135E0
8.789040175E1,-7.833503115E-1,4.739454800E0,-2.404442904E0
8.790043875E1,1.150044993E0,4.578732383E0,-1.331194657E0
8.791047675E1,2.222724598E0,3.617206886E0,-1.414168986E0
8.792051375E1,2.491420822E0,2.767194808E0,-2.239191819E0
8.793055175E1,1.457286354E0,7.669553035E-1,-5.377845619E0
8.794058875E1,-1.401775666E-1,-1.764446440E0,-6.621673518E0
8.795062575E1,-1.435741265E0,-3.155239427E0,-2.810846611E0
8.796066375E1,-2.126944574E0,-3.526814779E0,-2.400451595E-1
8.797070075E1,-3.251347480E0,-3.166359077E0,-2.114723893E0
8.798073875E1,-3.187593825E0,-2.391296024E0,-3.207037572E0
8.799077575E1,-7.275464588E-1,-2.184599875E0,-5.211381236E0
8.800081375E1,2.411036517E0,-1.038571334E0,-5.948613389E0
8.801085075E1,5.113198884E0,-5.042656320E-1,-4.900674815E0
8.802088875E1,5.288722358E0,-1.158401248E0,-4.330257293E0
8.803092575E1,4.540361492E0,-1.774602469E0,-4.064821184E0
8.804096375E1,4.288437130E0,-2.628588315E0,-3.869527105E0
8.805100075E1,4.963521858E0,-3.064660209E0,-2.787105454E0
8.806103875E1,5.292956327E0,-4.150405126E0,-2.334518391E0
8.807107575E1,5.428322293E0,-4.349872947E0,-1.031378528E0
8.808111375E1,5.301736506E0,-5.990025124E0,6.334516758E-1
8.809115075E1,4.666488565E0,-9.262466726E0,2.214259291E0
8.810118875E1,3.186569393E0,-1.232687083E1,4.203603678E0
8.811122575E1,3.874406022E-1,-1.260943285E1,6.275708386E0
8.812126375E1,-2.375876770E0,-1.179968119E1,6.257869701E0
8.813130075E1,-5.017829043E0,-1.114930942E1,4.913736910E0
8.814133875E1,-8.722109156E0,-9.323467219E0,3.115486547E0
8.815137575E1,-1.545711926E1,-5.433735060E0,-6.652373593E-2
8.816141275E1,-1.757466501E1,-5.673860326E0,1.034323332E0
8.817145075E1,-1.255554257E1,-7.777690857E0,1.926256438E0
8.818148775E1,-7.914667146E0,-5.277053654E0,1.767472812E0
8.819152575E1,-4.390461395E0,-1.860765284E0,9.917918551E-1
8.820156275E1,-1.233388719E0,-4.127894515E-1,7.563680425E-1
8.821160075E1,1.826721479E0,8.815841192E-1,2.378363737E0
8.822163775E1,4.248539238E0,1.999157184E0,3.506098094E0
8.823167575E1,6.898281902E0,3.231677738E0,3.568230900E0
8.824171275E1,9.475678428E0,3.480458638E0,4.477396043E0
8.825175075E1,1.097591843E1,3.073753799E0,5.632102436E0
8.826178775E1,1.181441149E1,4.255664363E0,5.382638581E0
8.827182575E1,1.245997568E1,6.610250983E0,-1.252912719E0
8.828186275E1,1.115563611E1,7.611425280E0,-1.387437270E0
8.829190075E1,7.438614330E0,8.400059720E0,6.059610499E0
8.830193775E1,3.441847719E0,1.031522750E1,1.032497364E1
8.831197575E1,7.079529507E-1,1.067774201E1,1.016447575E1
8.832201275E1,-1.547982955E0,1.083238566E1,1.129146927E1
8.833205075E1,-2.166897429E0,9.656142215E0,9.537960631E0
8.834208775E1,-5.403572783E-2,6.948086146E0,5.271991720E0
8.835212575E1,1.353169078E0,6.397857891E0,3.864858688E0
8.836216275E1,1.082429545E0,6.274485149E0,3.562279311E0
8.837220075E1,1.108529761E-2,6.061083997E0,2.599361300E0
8.838223775E1,-6.274471700E-1,6.047477526E0,3.854130802E-1
8.839227575E1,-3.430212783E-1,5.105702754E0,-2.809955496E0
8.840231275E1,-1.004071081E0,1.537745796E0,-6.028095176E0
8.841235075E1,-3.504038997E0,-2.439260150E0,-1.010886289E1
8.842238775E1,-5.318801605E0,-3.110538048E0,-1.226714035E1
8.843242475E1,-5.912343695E0,-3.469216197E0,-1.116208208E1
8.844246275E1,-7.362505217E0,-3.745747982E0,-9.296627330E0
8.845249975E1,-7.672529853E0,-2.698281863E0,-5.776333365E0
8.846253775E1,-5.281981688E0,-1.056570234E0,-1.555030165E0
8.847257475E1,-4.481832033E0,-5.496102047E0,-1.416702000E0
8.848261271E1,-4.606228038E0,-1.592362649E1,4.626953786E0
8.849264971E1,-1.734826492E-1,-2.608546047E1,1.449752685E1
8.850268771E1,4.758114727E-1,-2.861549222E1,4.370365099E0
8.851272471E1,-5.233885415E0,-1.586761952E1,-6.144459445E0
8.852276271E1,-4.054628610E0,6.344803764E0,3.404120899E0
8.853279971E1,-1.854516803E0,1.305671795E1,1.709593944E1
8.854283771E1,-3.733110979E0,5.163445762E0,1.132951359E1
8.855287471E1,-2.350121540E0,-5.255794348E0,-2.591504104E0
8.856291271E1,2.905710669E0,-1.050500005E1,-5.652649552E-1
8.857294971E1,7.596164632E0,-9.624029306E0,1.181044240E1
8.858298771E1,8.024867865E0,-7.677435082E0,1.115594367E1
8.859302471E1,5.738906507E0,-5.722889230E0,3.711527737E0
8.860306271E1,3.484724767E0,-3.397563831E0,-9.328867123E-1
8.861309971E1,2.203187881E0,-7.253482711E-1,-1.631749143E0
8.862313771E1,1.531902966E0,1.191505260E0,8.684723228E-2
8.863317471E1,1.349069595E0,2.534225948E0,1.652755558E0
8.864321271E1,1.220012263E0,3.323567902E0,2.130991724E0
8.865324971E1,8.337214431E-1,3.872723193E0,1.471219977E0
8.866328671E1,4.097897202E-1,4.625513032E0,-1.939696848E-1
8.867332471E1,1.073176911E0,5.882096048E0,-8.727554083E-1
8.868336171E1,2.030299455E0,5.974703665E0,-3.720127237E-1
8.869339971E1,2.614890335E0,4.879913691E0,8.127549358E-1
8.870343671E1,2.727281129E0,3.794311447E0,1.232024710E0
8.871347471E1,1.966629416E0,2.653139019E0,9.895207965E-1
8.872351171E1,3.715776908E-1,1.727444674E0,6.989760860E-1
8.873354971E1,-1.679618543E-1,2.582154990E0,4.670766827E-1
8.874358671E1,-1.851583694E-1,3.858586965E0,3.848333287E-1
8.875362471E1,-8.003141074E-1,4.048007516E0,-7.345588052E-1
8.876366171E1,-1.956413892E0,3.663607466E0,-2.745104612E0
8.877369971E1,-2.807402601E0,3.371772932E0,-3.023743733E0
8.878373671E1,-2.613234111E0,2.961749799E0,-1.448383384E0
8.879377471E1,-2.427784843E0,2.291125034E0,-1.819530720E-1
8.880381171E1,-2.110858445E0,2.562187334E0,-2.466101208E0
8.881384971E1,-1.364059225E0,2.170902187E0,-5.501358694E0
8.882388671E1,-8.496530592E-2,6.083150804E-1,-6.604325999E0
8.883392471E1,1.163328624E0,-3.247409087E-1,-6.829155534E0
8.884396171E1,1.835095569E0,-1.196616896E0,-4.668874814E0
8.885399971E1,2.057513566E0,-3.392184393E0,9.371964025E-1
8.886403671E1,1.455792245E0,-4.961276527E0,6.299417384E-1
8.887407471E1,9.438318229E-1,-4.951764277E0,-3.699978901E0
8.888411171E1,1.196964951E0,-4.090944790E0,-7.573750500E0
8.889414971E1,1.911728446E0,-3.033078813E0,-9.166572390E0
8.890418671E1,3.641921897E0,-3.830067170E0,-6.449758362E0
8.891422471E1,4.297715199E0,-4.368260102E0,-5.828244361E0
8.892426171E1,4.193331875E0,-4.023702979E0,-4.731966271E0
8.893429971E1,4.239176384E0,-3.900764685E0,-4.477208055E0
8.894433671E1,2.966180819E0,-3.254966614E0,-5.412511421E0
8.895437371E1,-3.933494329E-1,-1.976705630E0,-2.559014634E0
8.896441171E1,-9.623906661E-1,8.622473770E-1,2.066698372E-1
8.897444871E1,3.506048977E-2,3.527062116E0,1.195273206E0
8.898448671E1,7.452458344E-1,4.100285717E0,-1.192193477E0
8.899452371E1,1.770755001E0,2.329896752E0,-2.816541799E0
8.900456171E1,3.702896954E0,1.448460567E-1,-1.027507891E0
8.901459871E1,6.460178100E0,-3.723059031E0,2.597519719E0
8.902463671E1,7.687108716E0,-1.005675016E1,4.217817675E0
8.903467371E1,5.436208432E0,-1.590859681E1,5.588306791E0
8.904471171E1,5.460095624E-1,-1.623925218E1,7.468995878E0
8.905474871E1,-2.310254931E0,-1.518995412E1,6.675480766E0
8.906478671E1,-4.094826464E0,-1.191027776E1,4.038931468E0
8.907482371E1,-6.446165832E0,-6.583578908E0,-3.530923033E-1
8.908486171E1,-1.147222425E1,-1.245906000E0,-4.550758134E0
8.909489871E1,-1.286870073E1,-1.543124650E0,-2.744246825E0
8.910493671E1,-7.963656288E0,-4.056907563E0,-4.325290668E-1
8.911497371E1,-3.789036089E0,-1.885144081E0,-7.840962701E-1
8.912501171E1,-3.473784772E-1,9.019499713E-1,2.137494267E0
8.913504871E1,2.460915020E0,1.851547734E0,2.812019855E0
8.914508671E1,4.160490111E0,1.329083812E0,3.051122736E0
8.915512371E1,5.050203322E0,9.477699226E-1,5.902966515E0
8.916516171E1,5.875383444E0,1.666745313E0,6.950173602E0
8.917519871E1,6.111721469E0,2.494929736E0,5.584050018E0
8.918523671E1,5.982367610E0,3.613297437E0,2.865558423E0
8.919527371E1,5.763568894E0,4.882897525E0,1.404812272E0
8.920531171E1,5.721758378E0,6.870989438E0,3.294626523E0
8.921534871E1,5.054290525E0,9.191231852E0,6.576948166E0
8.922538671E1,2.063788067E0,1.057650916E1,6.931497595E0
8.923542371E1,-7.015544888E-1,1.098027344E1,6.275975019E0
8.924546071E1,-1.259971770E0,1.001550390E1,6.863716087E0
8.925549871E1,-4.032143435E-1,9.147308738E0,7.755724622E0
8.926553571E1,4.429008579E-1,8.892573034E0,7.906084603E0
8.927557371E1,7.315796489E-1,8.807908275E0,6.316280462E0
8.928561071E1,6.243307503E-1,7.953403780E0,3.907858527E0
8.929564871E1,4.814768399E-1,6.590998440E0,1.463246129E0
8.930568571E1,6.773968635E-1,5.601554827E0,-1.309585687E0
8.931572371E1,1.062219229E0,3.224740602E0,-4.104196919E0
8.932576071E1,1.107815086E0,-9.048601305E-1,-6.335040084E0
8.933579871E1,-1.863782448E-1,-5.545648429E0,-8.819844196E0
8.934583571E1,-2.095545026E0,-7.604631985E0,-1.076332770E1
8.935587371E1,-4.827900369E0,-6.670018297E0,-1.209104093E1
8.936591071E1,-7.038118064E0,-3.634725729E0,-1.348914527E1
8.937594871E1,-6.511385676E0,3.470673323E-2,-1.006410245E1
8.938598571E1,-4.384696040E0,3.607893441E0,-2.490308389E0
8.939602371E1,-3.446250088E0,4.323925928E0,1.994813580E0
8.940606071E1,-4.685122180E0,-1.966482943E-1,2.304995799E0
8.941609871E1,-4.956425092E0,-8.191624609E0,2.265185616E0
8.942613571E1,-2.784852814E0,-1.726381651E1,1.195464059E1
8.943617371E1,-1.829283437E0,-2.905487539E1,8.244988053E0
8.944621071E1,-2.896413303E0,-3.068461133E1,-1.234745770E1
8.945624871E1,-2.182254118E0,-1.051702427E1,-1.148349651E1
8.946628571E1,4.320385146E0,9.051206825E0,9.792864150E0
8.947632371E1,5.496374527E0,1.493783154E1,1.902525865E1
8.948636046E1,4.436880393E-1,1.089476843E1,9.680274843E0
8.949639846E1,-1.149095697E0,4.468332859E0,7.128533560E-1
8.950643546E1,2.221660405E0,-4.340879345E-1,1.316639183E0
8.951647346E1,5.284415883E0,-3.913215162E0,8.529542803E0
8.952651046E1,4.852334129E0,-4.943257163E0,8.001290138E0
8.953654846E1,3.907749184E0,-3.939249305E0,4.396662659E0
8.954658546E1,2.922750332E0,-2.892360891E0,9.369341549E-1
8.955662346E1,2.140862994E0,-2.102193895E0,-7.433334294E-1
8.956666046E1,1.650936635E0,-1.338612435E0,-4.673594686E-1
8.957669746E1,1.317747523E0,-5.166617292E-1,3.330364998E-1
8.958673546E1,1.074795128E0,3.940462017E-1,-1.317224197E-1
8.959677246E1,9.697307490E-1,1.199636398E0,-9.081847112E-1
8.960681046E1,1.728849614E0,2.222129059E0,-1.494462951E0
8.961684746E1,2.027491037E0,2.867303233E0,-9.736200245E-1
8.962688546E1,1.425742526E0,3.615291923E0,4.269052148E-2
8.963692246E1,7.261967752E-1,4.288219321E0,9.122649714E-1
8.964696046E1,1.236237519E-1,4.656440710E0,1.473594239E0
8.965699746E1,-6.718990190E-1,4.464493577E0,2.298028257E0
8.966703546E1,-1.791936393E0,4.511826788E0,1.015928577E0
8.967707246E1,-3.104199082E0,4.449560958E0,-2.695110333E0
8.968711046E1,-3.948933463E0,4.262024964E0,-4.695966718E0
8.969714746E1,-4.203171569E0,3.852602924E0,-3.266164616E0
8.970718546E1,-3.045592439E0,3.860791365E0,-1.435584998E0
8.971722246E1,-9.643571578E-1,3.560609931E0,-1.311241472E0
8.972726046E1,7.918170798E-1,3.217076656E0,-1.944170407E0
8.973729746E1,2.139016589E0,2.514090477E0,-7.194794208E-1
8.974733546E1,2.669580220E0,1.497274293E0,-7.265193222E-1
8.975737246E1,1.706255534E0,-8.330048668E-1,-2.098380926E0
8.976741046E1,2.550171744E-2,-2.867363459E0,-5.506265092E0
8.977744746E1,-1.164724427E0,-2.891863877E0,-5.670592318E0
8.978748546E1,-6.669375104E-1,-3.350798970E0,-2.592210447E0
8.979752246E1,1.018309490E0,-4.177778866E0,-1.116998284E0
8.980756046E1,2.598243020E0,-4.179259965E0,-5.215863712E0
8.981759746E1,4.388188582E0,-2.946583875E0,-9.891224842E0
8.982763546E1,6.194130957E0,-1.852779742E0,-6.165122920E0
8.983767246E1,6.501644214E0,-1.592890302E0,-2.280181093E0
8.984771046E1,4.998500487E0,-1.406375232E0,-3.766375789E0
8.985774746E1,3.690445308E0,-1.838614862E0,-4.385884779E0
8.986778446E1,3.273342951E0,-3.196209698E0,-4.009292808E0
8.987782246E1,4.297781273E0,-3.293091629E0,-3.516977131E0
8.988785946E1,5.574662313E0,-2.622134743E0,-1.698880441E0
8.989789746E1,5.744080709E0,-4.664719782E0,-3.415727037E-1
8.990793446E1,6.047079915E0,-6.839431431E0,1.148586551E0
8.991797246E1,5.401578298E0,-8.132771798E0,4.175798998E0
8.992800946E1,3.589344611E0,-8.568579399E0,6.453942629E0
8.993804746E1,9.665488404E-1,-9.440780491E0,7.020883981E0
8.994808446E1,-1.061174551E0,-1.148144531E1,5.777647820E0
8.995812246E1,-3.214948270E0,-1.244437881E1,2.884791670E0
8.996815946E1,-6.468759474E0,-1.160521917E1,2.589439452E-1
8.997819746E1,-1.343155604E1,-6.911541048E0,-1.129476242E0
8.998823446E1,-1.542593722E1,-6.363785580E0,-7.637878668E-1
8.999827246E1,-1.003171355E1,-7.256830242E0,-6.808088601E-1
9.000830946E1,-5.765589691E0,-3.325238451E0,-1.470650897E0
9.001834746E1,-2.266583393E0,1.870343024E-1,-2.087520600E0
9.002838446E1,1.076002432E0,1.787739408E0,-4.401210916E-1
9.003842246E1,3.365016767E0,2.017361906E0,1.450956305E0
9.004845946E1,5.968212671E0,2.509832534E0,4.398582300E0
9.005849746E1,8.336084749E0,2.487872731E0,8.488126389E0
9.006853446E1,8.424912141E0,1.491487303E0,1.100772962E1
9.007857246E1,7.238766439E0,2.195482128E0,1.075983574E1
9.008860946E1,6.036317530E0,4.435259838E0,7.248967491E0
9.009864746E1,5.013986253E0,6.510374107E0,3.597933294E0
9.010868446E1,4.170723615E0,8.118723278E0,2.395712426E0
9.011872246E1,2.141411024E0,1.147154597E1,4.186423974E0
9.012875946E1,-1.191549114E0,1.407985439E1,4.518296147E0
9.013879746E1,-2.236819019E0,1.231454490E1,4.931220669E0
9.014883446E1,-1.460407598E0,9.438160354E0,6.420998247E0
9.015887146E1,-4.054393552E-1,8.402275230E0,7.612750259E0
9.016890946E1,3.104336491E-1,7.973504754E0,7.480438879E0
9.017894646E1,3.035603933E-1,8.252799933E0,5.317345648E0
9.018898446E1,-2.689660728E-2,8.430994999E0,3.240390090E0
9.019902146E1,3.267541051E-2,8.131571365E0,8.251812923E-1
9.020905946E1,4.533831614E-1,5.842183539E0,-2.317700337E0
9.021909646E1,9.346797609E-1,1.532713097E0,-5.639184583E0
9.022913446E1,2.479850936E-1,-4.097830471E0,-1.073757306E1
9.023917146E1,-1.400818331E0,-8.367190182E0,-1.288293168E1
9.024920946E1,-4.486610670E0,-8.757628652E0,-1.294628509E1
9.025924646E1,-7.285249465E0,-5.622276775E0,-8.163738652E0
9.026928446E1,-7.094900376E0,-2.909066386E0,-3.324306405E0
9.027932146E1,-4.489936566E0,-5.424578905E-2,-8.587004560E-1
9.028935946E1,-1.747133127E0,-3.816524434E-1,1.831065229E0
9.029939646E1,-2.449233892E0,-6.639803980E0,-2.013329666E0
9.030943446E1,-4.830625463E0,-1.630546722E1,-1.097708787E1
9.031947146E1,-5.049136205E0,-2.825201526E1,-1.524452385E1
9.032950946E1,5.823550509E-1,-2.444150410E1,-6.338525609E0
9.033954646E1,5.722177624E0,3.232285849E0,1.260792777E1
9.034958446E1,5.140966142E0,1.819841558E1,2.779010159E1
9.035962146E1,-1.022036578E0,1.233983177E1,1.738449017E1
9.036965946E1,-6.616844888E0,3.086159837E0,-1.521985503E0
9.037969646E1,-3.518195691E0,-3.069410487E0,-6.996012264E0
9.038973446E1,5.158974397E0,-6.192460408E0,6.234686075E0
9.039977146E1,1.038843464E1,-8.647339640E0,1.517330944E1
9.040980846E1,9.468056583E0,-8.867704825E0,9.244166111E0
9.041984646E1,6.261919482E0,-7.052475318E0,3.565304661E-1
9.042988346E1,3.743700287E0,-3.818128910E0,-2.943341010E0
9.043992146E1,1.806107851E0,-1.012953513E0,-1.697685563E0
9.044995846E1,8.054590724E-1,1.766087168E-1,-2.341730931E-1
9.045999646E1,6.698253040E-1,9.263656050E-1,6.766979751E-1
9.047003346E1,7.836377022E-1,1.880114890E0,1.199656571E0
9.048007146E1,8.033857960E-1,2.853530701E0,6.541552046E-1
9.049010796E1,1.220086889E0,4.070924508E0,6.219244748E-3
9.050014596E1,2.012727110E0,4.960498263E0,3.831939156E-1
9.051018296E1,2.760626338E0,5.333462328E0,3.231171370E-1
9.052022096E1,2.436489446E0,4.402399070E0,-9.365996942E-3
9.053025796E1,1.221396519E0,3.502733606E0,1.030010061E-1
9.054029596E1,4.093277536E-2,3.295273810E0,3.196754658E-1
9.055033296E1,-9.624227527E-1,3.683214349E0,9.581949234E-1
9.056037096E1,-1.511669261E0,4.064156356E0,1.618139749E0
9.057040796E1,-2.159832823E0,4.242758389E0,5.478630567E-1
9.058044596E1,-2.800607844E0,4.631804636E0,-1.705890083E0
9.059048296E1,-3.176457219E0,4.877729171E0,-2.922941244E0
9.060052096E1,-3.270588327E0,4.639298428E0,-3.357053736E0
9.061055796E1,-2.547448842E0,4.398347535E0,-2.278764020E0
9.062059596E1,-1.109486731E0,3.562661135E0,-1.696314244E0
9.063063296E1,-4.105588849E-1,1.737839270E0,-2.289298510E0
9.064066996E1,-5.867040637E-1,-8.552628779E-1,-4.631448541E0
9.065070796E1,-8.669422527E-1,-3.178317218E0,-4.412441078E0
9.066074496E1,-5.814383902E-1,-4.282560385E0,-1.797123166E0
9.067078296E1,-2.515517855E-1,-4.696584769E0,-3.345364568E0
9.068081996E1,2.900353815E-1,-4.525890511E0,-4.598051584E0
9.069085796E1,2.227877164E0,-3.714885208E0,-4.777082802E0
9.070089496E1,4.488720930E0,-3.169372732E0,-8.051691383E0
9.071093296E1,6.785477418E0,-2.667890375E0,-7.675698459E0
9.072096996E1,8.017665850E0,-1.805075233E0,-3.175731287E0
9.073100796E1,7.636291149E0,-1.497521045E0,-2.760458815E0
9.074104496E1,6.080652874E0,-2.247024749E0,-3.424463070E0
9.075108296E1,5.077843110E0,-2.980876626E0,-2.744196247E0
9.076111996E1,5.013527246E0,-3.572875051E0,-2.734993021E0
9.077115796E1,4.876107738E0,-5.162487988E0,-2.413317808E0
9.078119496E1,4.651793343E0,-7.063601400E0,-1.585702612E0
9.079123296E1,4.010396763E0,-8.777692203E0,5.168878703E-1
9.080126996E1,2.260473930E0,-8.993918145E0,2.235356045E0
9.081130796E1,-2.746451810E-2,-7.945628153E0,3.988497478E0
9.082134496E1,-1.337046843E0,-9.105883554E0,6.620582428E0
9.083138296E1,-2.526826882E0,-1.139560935E1,8.151986334E0
9.084141996E1,-3.967329973E0,-1.183158360E1,7.489846464E0
9.085145696E1,-7.341834140E0,-9.975525320E0,5.465505322E0
9.086149496E1,-1.194421032E1,-6.912126355E0,1.618312241E0
9.087153196E1,-1.125251278E1,-8.554771199E0,-2.300472393E0
9.088156996E1,-8.884374653E0,-7.795990888E0,-4.158340967E0
9.089160696E1,-6.409725984E0,-4.754872153E0,-4.292390724E0
9.090164496E1,-2.601010507E0,-8.079431158E-1,-3.310771855E0
9.091168196E1,1.227495895E0,1.627623348E0,-1.179613631E0
9.092171996E1,2.940106622E0,1.487725205E0,8.071540341E-1
9.093175696E1,5.322266665E0,1.619946538E0,4.172377500E0
9.094179496E1,7.974326288E0,2.293213660E0,9.331910598E0
9.095183196E1,8.672440567E0,3.605870304E0,1.203122859E1
9.096186996E1,8.402644774E0,5.183351439E0,1.089383989E1
9.097190696E1,7.478793472E0,7.097114131E0,7.994082275E0
9.098194496E1,6.732060179E0,8.981281727E0,5.310258822E0
9.099198196E1,5.517286509E0,9.931399891E0,3.781331797E0
9.100201996E1,3.419985857E0,1.254393000E1,4.344845219E0
9.101205696E1,-2.541172148E-1,1.551039441E1,5.965767950E0
9.102209496E1,-2.381395226E0,1.459918069E1,6.082530999E0
9.103213196E1,-2.981665123E0,9.088152457E0,4.293137414E0
9.104216996E1,-1.057946230E0,7.961095793E0,4.763796759E0
9.105220696E1,6.974000421E-1,8.083777394E0,3.457301325E0
9.106224496E1,6.421513094E-1,7.948527203E0,2.171864639E0
9.107228196E1,-7.727680206E-3,7.895132768E0,-4.510571390E-2
9.108231896E1,2.223111391E-1,7.068710112E0,-3.106182165E0
9.109235696E1,1.043046501E0,4.405711518E0,-6.299253954E0
9.110239396E1,1.158857331E0,-1.155082369E0,-7.890624565E0
9.111243196E1,-1.148561773E0,-5.463805536E0,-1.051470643E1
9.112246896E1,-3.736710525E0,-6.153841302E0,-1.081544043E1
9.113250696E1,-4.721666985E0,-5.181301990E0,-6.440365394E0
9.114254396E1,-6.014965253E0,-3.988695699E0,-5.054422088E0
9.115258196E1,-6.152244428E0,-4.466150093E-1,-3.894769243E0
9.116261896E1,-1.676896665E0,2.068492883E0,7.688673431E-1
9.117265696E1,-1.373237161E0,-3.476943877E0,-3.443228831E0
9.118269396E1,-3.962803643E0,-1.194127736E1,-7.912891932E0
9.119273196E1,-3.850374258E0,-2.387040187E1,7.375455045E0
9.120276896E1,-4.854906904E0,-2.899368077E1,4.180348132E0
9.121280696E1,-3.462482543E0,-1.593477012E1,1.891778916E-1
9.122284396E1,8.178164318E-1,2.794935168E0,6.449056696E0
9.123288196E1,3.213481788E0,8.417388529E0,1.354180763E1
9.124291896E1,1.506809932E-1,5.796730793E0,7.840047319E0
9.125295696E1,-6.217380948E-1,3.904612738E-1,-1.079845076E0
9.126299396E1,3.567596477E0,-3.345935256E0,2.380725428E0
9.127303096E1,7.688200976E0,-3.801629822E0,1.277118905E1
9.128306896E1,7.380238652E0,-4.710801689E0,1.163560481E1
9.129310596E1,5.014000286E0,-5.354988268E0,5.114629113E0
9.130314396E1,3.334888988E0,-4.265659009E0,8.882142770E-1
9.131318096E1,2.234305008E0,-3.118584402E0,4.238705099E-1
9.132321896E1,1.425843537E0,-2.062047497E0,1.353830398E0
9.133325596E1,1.152122654E0,-1.284573637E0,2.289154815E0
9.134329396E1,1.114512340E0,-8.736441851E-2,2.387393739E0
9.135333096E1,1.139251471E0,1.146098707E0,1.652506174E0
9.136336896E1,1.430008216E0,2.770142974E0,6.444567204E-2
9.137340596E1,1.369938308E0,3.770719101E0,-1.427857318E0
9.138344396E1,1.487740408E0,3.988289317E0,-2.037560527E0
9.139348096E1,1.449391882E0,4.110613654E0,-1.906226217E0
9.140351896E1,6.823716746E-1,4.538794146E0,-1.044622545E0
9.141355596E1,1.106371408E-1,4.898328327E0,7.032585867E-1
9.142359396E1,-5.291983423E-1,5.223477956E0,1.731028433E0
9.143363096E1,-1.092778678E0,5.605908079E0,7.555889010E-1
9.144366796E1,-1.958067192E0,5.555158925E0,-5.135381466E-1
9.145370596E1,-2.158461213E0,5.256938063E0,-8.579759860E-1
9.146374296E1,-1.656416207E0,4.923605840E0,-6.358477917E-1
9.147378096E1,-3.129137456E-1,4.865378097E0,-9.324906365E-1
9.148381846E1,6.954957502E-1,3.990140546E0,-7.941390091E-1
9.149385646E1,7.551510177E-1,3.172493976E0,-1.219230271E0
